index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName;;;;;;;;;;;;
"40163,5.0,46634,14338,Chiostro,Herbed / Spiced Beer,4.0,4.0,4.0,4.0,4.0,""Pours a clouded gold with a thin white head. Nose is quite floral with a larger amount of spices added. Definitely a spice forward fragrance. Flavor has an odd burn that hits on the first sip. After it fades it seems like a dirty vanilla aftertaste. Perhaps this is the absinthe? Regardless of that, I get a quite spiced tone on the tongue. Almost feel a little heat from it. I think that my inexperienced palate on these spices is contributing to my ignorance of what precisely they are. Overall a nice drinker indeed."",""{'min': 38, 'hour': 3, 'mday': 16, 'sec': 10, 'year': 2008, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 351}"",1229398690,,,,,RblWthACoz";;;;;;;;;;;;
"8135,11.0,3003,395,Bearded Pat's Barleywine,American Barleywine,4.0,3.5,3.5,3.5,3.0,""12oz bottle into 8oz snifter.		Deep ruby red hue with a one finger light tan head that settles to a thin rim along the glass.		Sharp piercing hops with some light hard candy in the background. 		The hops provide some bitterness, but they aren't as sharp as I would have expected. Mostly a light candy flavor like in the aroma. Full bodied with good carbonation. The finish is some lingering sweet flavor with a bit of bitterness.		A very sweet barleywine with a weird hard candy flavor that seemed to dominate. Not bad, but I would have liked a little more complexity."",""{'min': 38, 'hour': 23, 'mday': 8, 'sec': 58, 'year': 2008, 'wday': 4, 'mon': 8, 'isdst': 0, 'yday': 221}"",1218238738,,,,,BeerSox";;;;;;;;;;;;
"10529,4.7,961,365,Naughty Nellie's Ale,American Pale Ale (APA),3.5,4.0,3.5,3.5,3.5,""First enjoyed at the brewpub about 2 years ago, I finally managed to get a bottle.	Slightly hazy orange-amber topped with a two finger foamy white head.	Very nice fruity aroma, soft and floral, tea and toast.	Fruity, slightly grapefruity hop note, toast and biscuity malt balance. Hoppier and more floral when it warms up.	Light-medium bodied, liked it better on draft but still a solid beer."",""{'min': 7, 'hour': 18, 'mday': 26, 'sec': 2, 'year': 2004, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 331}"",1101492422,,,,Male,mschofield";;;;;;;;;;;;
"44610,4.4,429,1,Pilsner Urquell,Czech Pilsener,3.0,3.0,2.5,3.0,3.0,""First thing I noticed after pouring from green bottle to glass was the skunky smell. Overpowering. Lacing was minimal and faded quickly. Bottle had exp date and was still within freshness date. 		Taste was like drinking a milwaukee's best with some skunk. Just couldn't get over the skunky smell to finish my second bottle. Almost $10 a sixer, I would have been better off getting Bud Light."",""{'min': 7, 'hour': 1, 'mday': 20, 'sec': 5, 'year': 2011, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 171}"",1308532025,1209827047.0,""Aug 10, 1976"",208508400.0,Male,molegar76";;;;;;;;;;;;
"37062,4.4,4904,1417,Black Sheep Ale (Special),English Pale Ale,4.0,3.0,3.0,3.5,2.5,""A: pours an amber with a one finger head but only with a very strong pour, head recedes to a light layer of foam with some large bubbles and good lacing	S: sweet caramel and bread from the English malts comes through, some mild fruityness on the back end	T: not a lot of complexity with this for me. I didn't expect much considering the style but it's just bland and lacking more bready layers	M/D: more carbonated than I would have wanted. I would expect this to be much better on cask"",""{'min': 51, 'hour': 6, 'mday': 12, 'sec': 48, 'year': 2011, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 71}"",1299912708,,,,,Brewbro000";;;;;;;;;;;;
"14095,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.5,""served in a snifter";" on-tap at CBC.		color is the typical imperial stout used motor oil black";" impenetrable. by the time the beer arrived at our table the had had receded into a collar around the glass.		noses offers ample amounts of roastiness, chocolate, molasses and dark fruits, also an atypical tartness to it. not picking up much in the way of bourbon.		flavor imparts more of the same: big notes of roasted malt with chocolate and molasses not far behind, also some dark fruit characters to it and a very distinct and unusual tartness, which adds almost a distinctive flair. more bourbon than i picked up in the aroma but still a subtle presence on that front. medium-full on the palate with average carbonation.		overall a tasty and interesting beer. i like the unique element that the tartness bring";" could use a bigger bourbon presence though. also priced very reasonably at $5.50 a glass."",""{'min': 16, 'hour': 1, 'mday': 20, 'sec': 9, 'year': 2011, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 354}"",1324343769,,,,,perrymarcus";;;;;;;;;
"16520,12.0,17538,1199,Founders Devil Dancer,American Double / Imperial IPA,4.0,3.5,4.0,4.0,4.0,""Poured this 12 oz. undated brown bottle into a Tripel Karmeliet glass. A vigorous pour resulted in no head. A tiny collar collected. The beer was about 48-50 F when poured. A hazy sulfured apricot colored body cleared after a few minutes. A thick clear residue clings to the glass after a swirl.		Smell was rum. Grainy sweetness. This beer became bready as it warmed. Alcohol was present but not harsh. A bit brandy-like.		Taste was tart. Bitter oiliness. The alcohol warmed my tastebuds but refrained from burning them. The taste improved near room temperature. This was a pleasant sipper. Hops bitterness aftertaste. I love biiter but this one was rather balanced for what I would expect from a triple IPA (my first).		Mouthfeel was pleasant, oily and full to medium bodied."",""{'min': 10, 'hour': 2, 'mday': 1, 'sec': 30, 'year': 2006, 'wday': 4, 'mon': 12, 'isdst': 0, 'yday': 335}"",1164939030,,,,,Cresant";;;;;;;;;;;;
"37946,4.7,3824,1417,Monty Python's Holy Grail Ale,English Pale Ale,4.0,3.0,4.5,3.5,4.0,""Pours a bright amber with a billowy head. Nose is fresh, bitter hops, active carbonation. Good lacing all the way down.		Taste is clean and bitter, fresh and nicely hopped. Taste is just a little flat although well carbonated with a good herbal character that cuts through. Very mild citrus element somewhere in the middle. Unsweetened tea flavors start to emerge as it warms.		Light in body, finishes dry and clean. Quite a refreshing blend. Surprising, as I expected less out of this marketing gimmick but this is quite good."",""{'min': 1, 'hour': 4, 'mday': 31, 'sec': 23, 'year': 2004, 'wday': 2, 'mon': 3, 'isdst': 0, 'yday': 91}"",1080705683,,,,,assurbanipaul";;;;;;;;;;;;
"36710,5.1,24059,3268,Wheach,Fruit / Vegetable Beer,4.0,3.5,3.5,4.0,3.5,Nice hazy golden color with a small white head. Good aroma-fruity and more peach then I expected. Decent flavor-somewhat crisp though sweet with a mellow peach flavor. Sort of plasticy tinge to the flavor. Nice body for the style. Quite refreshing in the long run. A few might be too many for me. The peach flavor seems a little artificial to me-as if extract was used instead of real peaches. Worth your own opinion.,""{'min': 33, 'hour': 2, 'mday': 21, 'sec': 8, 'year': 2006, 'wday': 0, 'mon': 8, 'isdst': 0, 'yday': 233}"",1156127588,,,,,lackenhauser";;;;;;;;;;;;
"14669,8.6,49360,14,Reckoning,American Wild Ale,4.0,4.5,4.5,4.5,4.0,""On tap @ CBC in a wineglass suitable for...I dunno...chardonnay or something. Here goes:		Slight rose tinge along with natural honey and tight, yeasty wisps-about 1/4 finger. Rather cloudy overall. Plays the part nicely.		Very light, slightly sweet wine notes-Pinot Grigio? Brett funk is clean and austere with balsa wood malt and hops. Quite fresh. I stand corrected";" it's aged in Pinot Noir barrels...not Pinot Grigio. At least I was in the ballpahhhk...		More funk shows up when travelling down the gullet-the Brett takes center stage now. Still some grapes are present, but they now resemble more of a muscat or a juicy chardonnay now. Finish brings out the horse blanket and a little oak there. No vanilla (thankfully for this application)...just very dry woody texture.		The husky brett sourness and barnyard funk dominate and are accompanied by dry dry dry pale malt notes. Carbonation frees this up very nicely on the finish.		For a wild/sour ale, this drinks wayyy too easily. Always a pleasure to enjoy this and I'm happy I finally put at least a little something down on paper (OK, my Treo) about it. Nicely done."",""{'min': 49, 'hour': 22, 'mday': 2, 'sec': 34, 'year': 2009, 'wday': 1, 'mon': 6, 'isdst': 0, 'yday': 153}"",1243982974,,,,,IBUnit63";;;;;;;;;;;
"12702,6.0,41130,11863,La Goule,Witbier,3.5,3.5,3.5,4.0,3.0,""This one is only found in France where I got it. Date shows consume by Jan 2009. Have never seen it before in the states.		Beer poured out and formed clean looking two finger, white head .	Poured the sediment into the glass so the clarity was hazy and the color was golden yellow.		Nice clean smell a mixture of wheat, floral hops and spicy yeast with a hint of orange.		Body was light and dry with small effervescent carbonation.		First taste is crisp, and the bite it has is from the wheat and yeast. Hints of bananas. Slightly acidic and dry finishing.		Not bad and in the summer it may seem even more refreshing."",""{'min': 23, 'hour': 3, 'mday': 22, 'sec': 9, 'year': 2008, 'wday': 4, 'mon': 2, 'isdst': 0, 'yday': 53}"",1203650589,1228831447.0,""Jan 3, 1976"",189504000.0,Male,scottbrew4u";;;;;;;;;;;;
"25591,6.6,16074,1199,Founders Red's Rye PA,Rye Beer,4.5,4.0,4.5,4.5,4.0,""poured into a pint glass		A.		It's a hazy dark copper color. About 1 fingers worth of off-white head. A very nice looking beer. Pretty unique. 		S.		A nice malt aroma. Caramel, a little toasted malt perhaps a slight fruit note in there. Sweet smelling with some nice little spice.		T.		sweet malts, notes of rye brea and some slight citrus rind. Some nice bitterness in there but the sweet malts really smooth it out.		M.		medium bodied with lots of carbonation. Slightly bitter that lingers a little but gets smoothed out from the malts.		D.		very high. ABV not to high and it's readily available. Might be one of the most sessionable rye beers I've had. Tastes great and not too expensive."",""{'min': 33, 'hour': 1, 'mday': 28, 'sec': 2, 'year': 2010, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 362}"",1293499982,,,,Male,cetherid";;;;;;;;;;;;
"24689,6.9,23474,1199,Founders RÃ¼bÃ¦us,Fruit / Vegetable Beer,3.5,3.5,4.0,3.5,4.0,A- Perfectly transparent dark rose body that pours with thin 1/2 finger foamy white head. Head almost instantaneously fades to a collar which holds the whole way down. Little to no lacing is left behind in the glass.		S- The nose is overpowered by a rush of tart raspberries. Sweet and sugary raspberries are present in the background.		T- Dry raspberry upfront with a sweet bready malt backbone. The raspberry becomes quite tart for the finish and the subtle malt backbone disappears for a moment. What lingers is a nice combination of tart raspberry and sweet malt.		M-Medium to high carbonation and light spritzy body-somewhat champagne like.		D- This is a good fruit beer and is surprisingly similar to both Great Divide and Celis Raspberry. Good for one drink but not something I'd like to have more than one of. I might pick this up when I find it again (not available in my area).,""{'min': 55, 'hour': 16, 'mday': 16, 'sec': 3, 'year': 2007, 'wday': 1, 'mon': 10, 'isdst': 0, 'yday': 289}"",1192553703,,,,,PittBeerGirl";;;;;;;;;;;;
"33422,11.2,19960,1199,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout,5.0,4.5,4.5,4.5,5.0,""One of the few beers where I truly feel you get a new taste with each sip you take. Even while pouring this great-looking black beer, I picked up coffee and vanilla hints. As I took my first sip, those flavors were in the forefront. The next few sips brought out more of a coffee flavor, followed by more of a bourbon hint. This truly is a great beer. I just wish it was a tad easier to come by."",""{'min': 6, 'hour': 1, 'mday': 3, 'sec': 31, 'year': 2010, 'wday': 1, 'mon': 8, 'isdst': 0, 'yday': 215}"",1280797591,,,,,DeutschesBier";;;;;;;;;;;;
"13671,4.2,76265,27797,KrÃ¤ftig Light,Light Lager,4.0,3.0,3.0,3.0,3.0,""Excited to add my first brewery to the site! I poured this Light Lager from a bottle into a pint glass. It pours a clear straw color, produces a decent white head and has average retention. There is some lacing left behind on the glass. The aroma smells of pale malt,and a slight suggestion of earthy hops. The taste is light in body, mouthfeel is nice and features a base of pale malt, and a touch of hops. For a light lager, its pretty well balanced, slightly above average flavor- I would have to prefer this to Bud Light. Don't get to excited, at the end of the day its still a light lager. It's a contract brewed beer, not exactly craft, not exactly marco brewed either."",""{'min': 52, 'hour': 22, 'mday': 12, 'sec': 34, 'year': 2011, 'wday': 0, 'mon': 12, 'isdst': 0, 'yday': 346}"",1323730354,,,,,GossageBrewery";;;;;;;;;;;;
"3609,6.8,33624,14879,Hoppin' To Heaven IPA,American IPA,4.5,3.5,4.0,4.5,4.0,""22oz bomber poured into a tulip pint		Pours a copper/orange body with a mountainous, ecru cap that rose a good two fingers and slowly subsided to form a thin head over the top of the beer. Chunks of sticky lace coat the inside of the glass.		A pretty even aroma of caramel, grapefruit, toffee and some pine needles. A pretty balanced aroma, which is OK, as long as it delivers on the hops later on.		More of the same here. White grapefruit and pine resin with a sweet, sticky caramel/toffee presence. The sweetness leads off with the bitter grapefruit agonizing your palate in the finish. Just slightly too balanced for my taste.		As much as I had to talk myself into liking this beer overall, the mouthfeel is really where its at. Medium body, silky smooth and a bittersweet, sticky resin coating the mouth.		The sweetness is almost syrupy at first, but the bitterness from the grapefruit flavor really give this a stark contrast. However, the extremes balance each other so much, that this is an easily quaffable brew."",""{'min': 8, 'hour': 21, 'mday': 11, 'sec': 58, 'year': 2009, 'wday': 0, 'mon': 5, 'isdst': 0, 'yday': 131}"",1242076138,,,,,ColForbinBC";;;;;;;;;;;;
"23412,8.5,7463,1199,Founders Dirty Bastard,Scotch Ale / Wee Heavy,3.0,4.0,3.5,3.0,4.0,""12 oz. bottle with illegible bottling date poured into a New Belgium snifter on 16/12/2010. Judging by how aggressive this particular beer was, and because it's one of Founders flagship beers, I would guess that it wasn't too old.		Appearance 3/5	Molten copper and rusty hued with a medium tan head. Medium retention and lacing, and lots of disgusting chunks!		Aroma 4/5	A very delicious aroma comprising of caramel, toast, perfumy alcohol, dessert. Much like Scotch whisky, with bready beerness to it.		Taste 4/5	Flavorful and aromatic with the same notes that were present in the aroma, but a tad too bitter and astringent from roasted barley/malts, I am assuming. Fairly roasty and cleansing finish but some sweetness manages to linger. Fruity flavors in the after breath that are akin to Scotch. Quite astringent towards the end, but without the wood.		Mouthfeel 3/5	Low carbonation, which is proper";" the body is thinner than what I'd like. A stronger body and sweetness are terribly needed in my opinion.		Drinkability 3.5/5	Not bad, but the malt complexity wavers, faced with strong, one-dimensional roastiness."",""{'min': 41, 'hour': 1, 'mday': 31, 'sec': 57, 'year': 2010, 'wday': 4, 'mon': 12, 'isdst': 0, 'yday': 365}"",1293759717,,,,Male,tewaris";;;;;;;;;;;
"42710,5.4,727,263,Aecht Schlenkerla Rauchbier MÃ¤rzen,Rauchbier,3.5,4.5,3.5,3.5,4.5,""Pours a caramel brown color. With a very subtle head that fades quickly.		can def smell the beachwood smokiness. Reminds me of a nice smoked meat smell also a little sweetness.		The smokiness follows through to the taste. It is present from front to back in this guy hanging around in front with the very light malty sweetness, and finishing with a spicy smoke.		Very unique beer. Would love to have one of these next time I'm having pastrami or some good smoked barbecue"",""{'min': 0, 'hour': 21, 'mday': 28, 'sec': 4, 'year': 2009, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 87}"",1238274004,907855447.0,""Mar 6, 1986"",510480000.0,Male,bfields4";;;;;;;;;;;;
"11644,9.0,51483,9020,Sue,American Porter,4.0,4.5,4.5,4.0,4.5,""A: Pitch black with a nice finger tall brown head. Yup. Its a porter all right. 		S: Smoke and cherry wood all over. Some chocolate notes underneath, but pretty dominant in smoke. Like a sweet sugary bbq pit. 		T: Big cherry and smoke, just like the smell . Milky chocolate backbone, some toasted flavors. On the sweeter side, I suppose to balance aggressive smoke tones. Well achieved however.		M: Nice creamy body, leaves a nice smoky quality to the back of the mouth.		D: Yazoo has outdone themself here. A very finely done beer."",""{'min': 53, 'hour': 23, 'mday': 12, 'sec': 30, 'year': 2011, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 71}"",1299974010,,,,Male,ncfranklin";;;;;;;;;;;;
"35515,7.0,35649,3268,Barrel Aged Smoke (Smoked Porter),American Porter,4.5,4.5,3.5,3.5,3.5,""Appearance: Pours a very dary brown color with a nice head that takes a while to settle and leaves some lacing behind		Smell: Tons of smoke and charred wood, plenty of vanilla, a fair amount of beef jerky and, of course, Jim Beam		Taste: Opens with a smokey, whiskey flavor that is distinctly sour by mid-palate";" after the swallow, the beer becomes more subtle, with vanilla and Bourbon flavors predominating		Mouthfeel: A blizzard of carbonation dominates the brew such that the body is hard to discern";" kind of medium but somewhat watery		Drinkability: Marred by excessive carbonation and a souring element as the beer ages";" should be drinking much better at this stage but I fear that this is on its way out"",""{'min': 7, 'hour': 4, 'mday': 17, 'sec': 51, 'year': 2008, 'wday': 3, 'mon': 1, 'isdst': 0, 'yday': 17}"",1200542871,,,,Male,brentk56";;;;;;;;;
"14484,7.75,21800,14,Cerise CassÃ©e American Sour Ale,American Wild Ale,4.0,5.0,4.5,3.5,4.0,""Off notes from 3-2007. Pours a clouded garnet/ruby with a nice tan head that falls. Nose is beautiful. Strong wood influence with cherry tones. You can tell this was made with care. Flavor is a mild wood with a stronger cherry profile. Feel has a thick bubble to it that hits the back of my mouth and leaves quickly. The liquid feel seems a bit thin. This reminds me oh so much of a lambic. Overall, very drinkable. It might have to be your cup of tea, but I dig it. If you like lambics, you will like this. After two 9 ounce beers and a burger, this was my dessert. As it got closer to the end, I wished there would have been more. 		I weep for you if you go in and this beer is not available."",""{'min': 52, 'hour': 1, 'mday': 31, 'sec': 10, 'year': 2007, 'wday': 0, 'mon': 12, 'isdst': 0, 'yday': 365}"",1199065930,,,,,RblWthACoz";;;;;;;;;;;;
"434,6.1,10784,1075,Caldera IPA,American IPA,4.0,3.5,3.5,4.0,3.5,Can poured into a pint glass. Don't know the dting on this but have seen it at my bottle store for a while now and don't know if it's been siting around for awhile. Nice just over and inch head. White. Thick. Heavy malt. Fruit. Apple. Pineapple. Slight pine. Transparent. Wouldnt try again. Not bad but expected a little more for the price. Overall not too bad.,""{'min': 14, 'hour': 4, 'mday': 2, 'sec': 18, 'year': 2012, 'wday': 0, 'mon': 1, 'isdst': 0, 'yday': 2}"",1325477658,,,,,HOPPYKC";;;;;;;;;;;;
"44919,4.4,429,1,Pilsner Urquell,Czech Pilsener,4.0,3.5,4.5,4.0,4.0,""On tap in Prague. There are a few beers you'll find everywhere in the czech republic, and this was probably my favorite among them.		Appearance is quite nice. Presented in a pilsner glass with a very nice, slowly receding head. The aroma is full of hoppiness and malt, though it doesn't quite help to convey the quality of beer you're about to receive. Flavor is very crisp and refreshing, with a sizeable hop bite to it. Really a fantastic pilsner. It also proves to be a very drinkable beer. I came back to it more than any other while i was in prague, and if it weren't for the drunken stupor that would result i wouldn't mind drinking this thing for hours upon hours."",""{'min': 41, 'hour': 14, 'mday': 31, 'sec': 58, 'year': 2005, 'wday': 3, 'mon': 3, 'isdst': 0, 'yday': 90}"",1112280118,,,,,Enygma";;;;;;;;;;;;
"44020,4.4,429,1,Pilsner Urquell,Czech Pilsener,4.0,1.0,1.5,4.0,1.5,A= The pour is a nice deep golden color with a crispy white head on it that holds some decent retention and lacing.		S= Damn it skunk! It smells like skunk and rotten wood. I really wish they would do something to prevent this. I can smell the pungent skunk from a few feet away. Sort of mustardy too.		T= The taste isn't as skunky as the smell for some reason yet it is still bad. The taste is overly sweet and skunky. Luckily the sweetness takes a little of the skunk away or I would be lost. This is just too bad.		M= Clean crisp and refreshing.		D= I really wish I could have found a bottle of this that isn't skunked. I'm reviewing it because I paid for it. They should take more care into keeping this problem away.,""{'min': 11, 'hour': 1, 'mday': 21, 'sec': 56, 'year': 2010, 'wday': 3, 'mon': 10, 'isdst': 0, 'yday': 294}"",1287623516,856278247.0,""Oct 24, 1987"",562057200.0,Male,jjanega08";;;;;;;;;;;;
"5753,6.2,40153,14879,Silk Porter,American Porter,4.0,4.0,2.5,3.0,3.5,""22 oz bottle purchased at Charleston Beer Exchange and poured into a dimpled mug.		A: Looks really nice at the initial pour. It has a 2 finger thick cocoa colored cap that gradually settles down. The body of the beer shows no highlights around the edges at all. So I would have to call it black. If it had any real lacing to speak of I probably would have given it a 4.5 here.		S: Chocolate and coffee are the main attractions in the aroma. There is also a fruity character as well. Maybe it is from hops?		T: Roasted malt sweetness is balanced by dark chocolate and coffee flavors. There is also a bit of citrus hoppiness as well. It is an interesting beer, but the sum of the parts doesn't turn out quite as well as you would think.		M: It is a bit thin for a porter and the aggressive carbonation doesn't really fit my preference for the style.		D: The aggressive carbonation really made me go a little slowly for this one especially when you look at the ABV."",""{'min': 57, 'hour': 1, 'mday': 20, 'sec': 21, 'year': 2009, 'wday': 3, 'mon': 8, 'isdst': 0, 'yday': 232}"",1250733441,,,,,GatorBeerNerd";;;;;;;;;;;;
"17163,10.2,35036,1199,Founders Backwoods Bastard,Scotch Ale / Wee Heavy,4.0,4.5,4.0,4.5,4.5,""12oz bottle, no date. Pours a clear mahogany with very little head of which to speak, just a thin off-white layer on the surface. 		The aroma consists of molasses, cherry, vanilla, and some anise. These carry over into the flavor, along with some rock candy and a touch of toasted malt--very nice, well balanced and not syrupy. Along with the sweetness, it's still has a nice smokiness to it. 		It's medium bodied with a creamy, and just slightly sticky, mouth--but it's just right, well balanced and very active on the palate. It's drinkable, but probably not a session brew. It's more of a desert beer. It would make one hell of an ice cream float. Outstanding."",""{'min': 42, 'hour': 21, 'mday': 1, 'sec': 34, 'year': 2007, 'wday': 3, 'mon': 11, 'isdst': 0, 'yday': 305}"",1193953354,,,,,Osiris9588";;;;;;;;;;;;
"40411,5.4,4014,1315,Weltenburger Hefe-Weissbier Hell,Hefeweizen,4.0,3.0,3.5,3.5,3.5,""Hazy amber with a huge head that settles to about 1/2 """" in a weizen glass.	Smells of dough and banana with a faint hint of hops.	Taste is sweet bready malt..banana and clove...some lemon and a bit more hops than I've tasted in most other hefes.Clean mild clovey finish and a bit of bitterness in the aftertaste.	Mouthfeel is medium and carbonation is high.	A pretty decent hefe. Refreshing for sure."",""{'min': 0, 'hour': 0, 'mday': 31, 'sec': 37, 'year': 2007, 'wday': 3, 'mon': 5, 'isdst': 0, 'yday': 151}"",1180569637,,,,,Hautacam";;;;;;;;;;;;
"21993,8.3,11757,1199,Founders Breakfast Stout,American Double / Imperial Stout,4.5,4.0,5.0,4.5,5.0,""12 oz bottle poured black opaque into a snifter.		A deep inhale gives me smells of coffee, chocolate, cocoa,slight hops, and a caramely malt smell. Perfectly blended smell.		Coffee and chocolate hits me instantly and then some mocha flavors and a small taste of hops. Has a slight oak hint to it and then the oatmeal takes over....then gives way to a maltiness that hides the alcohol very well. Nicely balanced.		Awesome full body of coffee and chocolate....really close to drinking a chocolate milk...which is dangerous considering the high octane of this wonderful beer. This one is up there with dragons milk for me. Really really delicious in my humble opinion.		I could literally drink this beer for breakfast it is that good."",""{'min': 5, 'hour': 0, 'mday': 28, 'sec': 32, 'year': 2011, 'wday': 0, 'mon': 2, 'isdst': 0, 'yday': 59}"",1298851532,,,,Male,ryantho00";;;;;;;;;;;;
"25458,6.6,16074,1199,Founders Red's Rye PA,Rye Beer,4.5,4.0,4.0,4.0,4.5,""Big thanks for the trade on this. Dark auburn color, great head, stuck around forever. Aroma was that amarillo hop, but a distinct mutation, as I'm guessing the rye is changing the aroma of what is usually a straight dry hop grapefruit amarillo feel.		Taste, pleasantly surprised just how much rye went into this. Hopped well, but not trying to be an ipa either. Well, a little bit. Reminiscient of nugget nectar, not as bitter, but less in the appearance of a red as well. Great interplay between the rye flavor, caramel and the amarillo hops, ample bitterness is swallowed by the rye I suspect, all in all, it flows well together."",""{'min': 37, 'hour': 23, 'mday': 4, 'sec': 3, 'year': 2011, 'wday': 2, 'mon': 5, 'isdst': 0, 'yday': 124}"",1304552223,,,,,Beerandraiderfan";;;;;;;;;;;;
"42711,5.4,727,263,Aecht Schlenkerla Rauchbier MÃ¤rzen,Rauchbier,4.0,5.0,4.0,4.0,4.5,""Poured into a pint glass. Clear copper color. Small head that fades quickly.	The smell of this beer is absolutely exquisite. Like Barbie Q ribs over a camp fire. Sure, Camp Leader S. Johannson might be tutoring Kenny J. With the Lisp out in the woods, but I can't worry about that right now. I'm smelling something wonderful.	Taste is smokey, wonderful, BBQ ribs. Campfire smoke up my nose, and onto my tongue. This beer is lovely.	The mouthfeel is good- smooth and crisp.	I could drink this all night, so long as I was hungry, and in the mood for an exceptionally tasty beer."",""{'min': 35, 'hour': 3, 'mday': 27, 'sec': 53, 'year': 2009, 'wday': 4, 'mon': 3, 'isdst': 0, 'yday': 86}"",1238124953,,,,,WilliamD";;;;;;;;;;;;
"28286,9.4,34146,1199,Founders Double Trouble,American Double / Imperial IPA,4.5,4.0,4.0,4.5,4.0,""Poured from the 12oz. bottle into a pint glass.		The color is a hazy yellowish orange with a finger or two of foamy white head and some white lacing. Some light carbonation.		The smell is a bit hoppy, with some citrus flavor at first. A small hint of banana and vanilla as well, which is very surprising.		The taste is a only a light hoppy taste at first with a wisp of bitterness that stays in your pallet. The bitterness warms the tongue just a bit. Some yeast in the back end just behind the bitterness along with some some slight sugar flavor.		This beer does not jump right up in punch you in the mouth it seems to slide into your taste buds before pronouncing it's bitterness. It goes down easy and it pretty crisp."",""{'min': 17, 'hour': 5, 'mday': 23, 'sec': 8, 'year': 2009, 'wday': 6, 'mon': 8, 'isdst': 0, 'yday': 235}"",1251004628,,,,,Duhast500";;;;;;;;;;;;
